"SMSA","Year","rented","vacant","count","vac_rate","predict_vac_rate"
1120,1989,15357.3,1450.02,260,0.0862731238531783,0.0925026557031969
1120,1991,34252.66,0,189,0,0.0960902336607912
1120,1993,21392.95,3223.3,266,0.130941959071751,0.0815826108867464
1120,1995,22089.95,1202.68,198,0.0516334995232398,0.0878322109713996
1120,1997,22825.0196984,0,181,0,0.0962098470965907
1120,1999,10271.6965374,3099.2916122,180,0.231792263782144,0.0914638325896168
1120,2001,29825.5973821,2928.5521686,195,0.0894101116582773,0.0958331061245729
1120,2003,28797.7069639,0,193,0,0.106512097192368
1120,2005,8344.1538993,2545.3586861,178,0.233744041906216,0.121521241854913
1120,2007,5246.0179698,1464.8175228,147,0.218276476068478,0.132742134457256
1120,2009,24258.7008863,1925.4565271,165,0.0735351723066952,0.11053084639102
1120,2011,14144.8413258,3933.9335559,185,0.217599565326856,0.117569380051878
1120,2013,29240.3382629,0,174,0,0.106974753232354
1600,1985,45533.7,0,494,0,0.0571645121750435
1600,1987,38944.4,0,442,0,0.0490796524229328
1600,1989,57050.69,0,521,0,0.059657797813984
1600,1991,40529.18,3808.74,433,0.085902541210774,0.0632453757715783
1600,1993,54678.16,0,537,0,0.0487377529975335
1600,1995,41868.11,3276.86,981,0.0725852736196303,0.0549873530821867
1600,1997,44777.0046445,7731.8099988,414,0.147247848791166,0.0633649892073779
1600,1999,37967.57263877,3938.28758206,959,0.0939793995710034,0.0586189747004039
1600,2001,30261.2350598,1422.313697,404,0.0448912370239063,0.06298824823536
1600,2003,39728.33394586,3987.67270418,985,0.0912176799702347,0.0736672393031549
1600,2005,43760.0710626,3480.6140534,406,0.0736783144624875,0.0886763839657005
1600,2007,43910.9087836,9270.7077589,361,0.174321661536771,0.0998972765680429
1600,2009,58061.32382269,2740.1331471,488,0.0450668994406083,0.0776859885018068
1600,2011,83059.05508928,6236.8061144,438,0.0698442909932199,0.0847245221626653
1600,2013,36050.66363544,3196.05376257,432,0.0814349320010151,0.0741298953431414
1680,1985,28776.99,1749.23,190,0.05730254188039,0.0754326222052195
1680,1987,32313.78,1827.43,174,0.0535256366133479,0.0673477624531088
1680,1989,25905.54,0,195,0,0.07792590784416
1680,1991,19356.93,4008.79,178,0.171567150509379,0.0815134858017543
1680,1993,19183.47,1628.94,216,0.0782677258424181,0.0670058630277095
1680,1995,14143.71,0,173,0,0.0732554631123627
1680,1997,25114.8857055,0,170,0,0.0816330992375538
1680,1999,32542.9882859,2836.4332504,183,0.0801718379564166,0.0768870847305799
1680,2001,52363.0861659,5845.4813064,192,0.10042304011659,0.081256358265536
1680,2003,60892.5390698,4683.1923299,195,0.0714165474015807,0.0919353493333308
1680,2005,37540.8778133,5872.4380698,189,0.135268130303911,0.106944493995877
1680,2007,39059.726047,10427.5127007,153,0.210711144217652,0.118165386598219
1680,2009,23764.4365177,4663.0244532,152,0.164032393113593,0.0959540985319828
1680,2011,69020.32607496,7558.1655554,188,0.0986982819129271,0.102992632192841
1680,2013,56778.3312856,5704.9592488,182,0.0913037581729015,0.0923980053733174
1920,1985,72899.64,1788.8,221,0.0239501588197585,0.0544474238362328
1920,1987,91450.98,4051.42,207,0.0424221799661579,0.0463625640841221
1920,1989,84861.97,6626.23,233,0.0724271545401484,0.0569407094751733
1920,1991,77283.3,0,189,0,0.0605282874327676
1920,1993,61865.66,6277.39,267,0.0921207665345182,0.0460206646587228
1920,1995,63110.91,5467.65,200,0.079728270759841,0.052270264743376
1920,1997,72996.2491596,1651.6551986,174,0.0221259419510893,0.0606479008685671
1920,1999,66145.8266485,0,182,0,0.0559018863615932
1920,2001,55220.9884709,5357.4025576,180,0.0884375181750788,0.0602711598965493
1920,2003,76671.2037971,7359.3263422,201,0.0875791968704734,0.0709501509643441
1920,2005,60503.062634,10885.296475,204,0.152479992688719,0.0859592956268898
1920,2007,67365.6487594,7806.4057066,201,0.10384717781168,0.0971801882292321
1920,2009,104723.8853733,3465.806933,210,0.0320345391424889,0.0749689001629961
1920,2011,102439.7566989,12175.9991126,232,0.106233205255174,0.0820074338238546
1920,2013,127346.4133303,6314.0721719,226,0.047239632178323,0.0714128070043307
2160,1985,107957.41,9303.36,537,0.0793390662537863,0.0888341901964411
2160,1987,123147.86,3134.8,438,0.0248236772966296,0.0807493304443304
2160,1989,85528.47,6978.91,541,0.0754416566548528,0.0913274758353816
2160,1991,95749.31,4165.73,432,0.0416927221367274,0.0949150537929759
2160,1993,74364.92,8806.97,586,0.105888780452146,0.0804074310189311
2160,1995,119133.74,11019.61,1225,0.0846663570319166,0.0866570311035842
2160,1997,81484.2661447,10280.6681523,512,0.112032643308241,0.0950346672287754
2160,1999,98675.76930636,7947.2989914,1220,0.0745363936555084,0.0902886527218014
2160,2001,85112.40996336,6634.7514141,542,0.0723156042594468,0.0946579262567575
2160,2003,111822.22229491,9208.94326934,1220,0.0760873715989407,0.105336917324552
2160,2005,81684.0389569,9552.1582725,546,0.104697023358859,0.120346061987098
2160,2007,99394.3388613,15936.3583579,489,0.138179675855172,0.13156695458944
2160,2009,120129.44831309,18906.69616881,1525,0.135984036663727,0.109355666523204
2160,2011,150867.4312533,29468.0913294,624,0.163407025456597,0.116394200184063
2160,2013,169903.42286966,23460.51788488,2728,0.121328298302843,0.105799573364539
3360,1985,106067.55,21384.75,284,0.167786301227989,0.0901563782882405
3360,1987,128818.69,18767.69,270,0.127164105522474,0.0820715185361297
3360,1989,124478.14,10602.88,291,0.0784927445765512,0.0926496639271809
3360,1991,103465.13,20027.34,278,0.162174584409883,0.0962372418847752
3360,1993,109446.6,6369.7,342,0.054998303347629,0.0817296191107305
3360,1995,92040.95,2759.14,270,0.0291048246895124,0.0879792191953836
3360,1997,74788.745284,6547.4398022,243,0.0804984865624203,0.0963568553205748
3360,1999,77098.2588459,8325.1450697,273,0.0974574260459746,0.0916108408136008
3360,2001,60561.5903322,11351.874824,255,0.157854649325312,0.0959801143485569
3360,2003,56621.2015462,11448.1457685,256,0.168183568964936,0.106659105416352
3360,2005,76974.2837742,7284.7321989,242,0.0864564119906845,0.121668250078897
3360,2007,73866.8746684,7630.5456136,227,0.0936292901934385,0.13288914268124
3360,2009,105708.5358895,7198.021852,211,0.063752026418872,0.110677854615004
3360,2011,98162.5913416,8424.0199385,267,0.0790345038399095,0.117716388275862
3360,2013,112644.4881519,6348.0671455,279,0.0533484395694686,0.107121761456338
3760,1985,42327.61,6994.88,170,0.141819279602469,0.111001695903828
3760,1987,50921.25,4625.52,142,0.0832725287176914,0.102916836151717
3760,1989,35179.6,5891.87,171,0.143454081385448,0.113494981542769
3760,1991,54429.96,8816.31,139,0.139396520933171,0.117082559500363
3760,1993,52008.19,3682.42,183,0.0661228167549251,0.102574936726318
3760,1995,35996.17,10112.61,130,0.219320702044166,0.108824536810971
3760,1997,43004.1479219,6897.0432077,131,0.138213999537355,0.117202172936162
3760,1999,46773.3402143,3346.5980728,125,0.0667717915698503,0.112456158429189
3760,2001,41217.4273844,2211.5838047,135,0.0509241114210556,0.116825431964145
3760,2003,37451.9535631,4683.1923299,138,0.1111469351926,0.127504423031939
3760,2005,40140.2435861,3480.6140534,139,0.0797924259574438,0.142513567694485
3760,2007,42460.0093665,12355.1435776,126,0.225396499216187,0.153734460296827
3760,2009,59865.588566,12157.3771018,132,0.168798618455603,0.131523172230591
3760,2011,47086.9783937,6056.2847955,157,0.113961477561859,0.13856170589145
3760,2013,56719.8423146,5740.6225886,156,0.0919080989470172,0.127967079071926
4480,1985,318182.46,6828.52,745,0.0210101209503753,0.0310901890110619
4480,1987,318768.09,8770.89,655,0.0267781562976107,0.0230053292589511
4480,1989,320317.74,17312.47,764,0.0512764245829779,0.0335834746500023
4480,1991,304832.51,13589.57,658,0.0426778507319593,0.0371710526075966
4480,1993,276857.07,34666.39,807,0.111280190583399,0.0226634298335519
4480,1995,359755.9,17010.88,1541,0.0451496281068092,0.028913029918205
4480,1997,382028.57105,11950.5081263,616,0.030332849529181,0.0372906660433962
4480,1999,351051.29822167,10096.58228864,1469,0.0279569196816919,0.0325446515364222
4480,2001,311102.9943681,4282.1473425,603,0.0135775176955842,0.0369139250713783
4480,2003,286779.76220644,17607.80466867,1493,0.0578466619035543,0.0475929161391732
4480,2005,268371.2700936,6603.8602975,576,0.0240162093499411,0.0626020608017189
4480,2007,267596.7520878,5575.8273909,503,0.0204113729186892,0.0738229534040612
4480,2009,277971.2280904,13070.6745147,529,0.0449099404508599,0.0516116653378251
4480,2011,325629.92780213,9790.68350291,1694,0.0291892721345204,0.0586501989986836
4480,2013,304666.55203488,17389.8586724,622,0.0539963127397759,0.0480555721791597
5000,1985,50226.63,2339.64,180,0.0445083891248133,0.0708706464812806
5000,1987,69363.26,1959.86,143,0.0274786072174072,0.0627857867291699
5000,1989,57488.79,5033.55,183,0.080508023212183,0.0733639321202211
5000,1991,51209.6,5507.41,140,0.0971033205029673,0.0769515100778154
5000,1993,40295.67,11356.95,197,0.219871712219051,0.0624438873037706
5000,1995,40568.89,4355.45,145,0.0969507843632205,0.0686934873884238
5000,1997,59902.8231439,3329.6156076,143,0.0526567640493071,0.0770711235136149
5000,1999,51078.0145317,0,136,0,0.072325109006641
5000,2001,47260.9515548,6553.6236233,138,0.121781573144649,0.0766943825415971
5000,2003,67419.1404216,1476.9706253,136,0.0214376486982636,0.0873733736093919
5000,2005,51447.2600111,7201.1409823,131,0.122784949978609,0.102382518271938
5000,2007,66125.630426,3437.7848453,136,0.0494194373851903,0.11360341087428
5000,2009,58015.7269386,6250.3794597,129,0.0972577896809591,0.0913921228080439
5000,2011,49986.64099073,2112.3143174,137,0.0405442739668597,0.0984306564689024
5000,2013,53663.87907336,5104.7128982,146,0.0868612421524466,0.0878360296493785
5120,1985,23038.8,1747.19,249,0.0704910314254141,0.0391665621133586
5120,1987,5856.21,0,207,0,0.0310817023612479
5120,1989,6341.63,0,272,0,0.0416598477522991
5120,1991,9386.22,0,221,0,0.0452474257098934
5120,1993,7820.19,920.6,299,0.105322287802361,0.0307398029358486
5120,1995,12822.67,0,205,0,0.0369894030205018
5120,1997,8251.3169868,1851.3313749,199,0.18325208486109,0.0453670391456929
5120,1999,12817.39950336,0,193,0,0.040621024638719
5120,2001,12393.8815451,0,209,0,0.0449902981736751
5120,2003,14222.2161724,2372.9231525,202,0.142989046734882,0.0556692892414699
5120,2005,21964.6408935,2391.8240164,203,0.0982007867417497,0.0706784339040156
5120,2007,26375.5393627,0,170,0,0.081899326506358
5120,2009,31849.3124406,0,187,0,0.0596880384401219
5120,2011,32341.961019357,2147.78515396,217,0.0622731504942659,0.0667265721009804
5120,2013,34289.9199695,1641.1001849,203,0.0456736318047189,0.0561319452814565
5380,1985,24868.19,0,363,0,0.0267618545002447
5380,1987,34140.46,0,296,0,0.018676994748134
5380,1989,39799.46,2245.22,382,0.0534008107565571,0.0292551401391852
5380,1991,45609.47,4189.44,285,0.0841271425418749,0.0328427180967795
5380,1993,41188.93,0,380,0,0.0183350953227347
5380,1995,46150.91,0,308,0,0.0245846954073879
5380,1997,48936.0413927,3707.4292623,281,0.0704252439318963,0.032962331532579
5380,1999,53531.57208741,0,292,0,0.0282163170256051
5380,2001,39851.3501413,0,280,0,0.0325855905605612
5380,2003,34540.38585068,1738.97525663,303,0.0479329074039182,0.043264581628356
5380,2005,48534.145947,2548.7803494,282,0.0498949557942537,0.0582737262909017
5380,2007,37441.2615652,4598.4513736,248,0.109383510308319,0.069494618893244
5380,2009,42578.9506544,1572.2580985,243,0.0356107599975217,0.047283330827008
5380,2011,63586.24509591,5657.9282682,275,0.0817098102745576,0.0543218644878665
5380,2013,30313.82461508,1268.2072644,241,0.0401559744236722,0.0437272376683426
5600,1985,11444.16,2402.5,217,0.173507546224144,0.0502605552731233
5600,1987,16939.39,0,196,0,0.0421756955210126
5600,1989,35073.23,7855.89,247,0.182996763036372,0.0527538409120638
5600,1991,14431.92,0,197,0,0.0563414188696581
5600,1993,19007.11,0,249,0,0.0418337960956133
5600,1995,11351.74,0,192,0,0.0480833961802665
5600,1997,32373.5650217,0,184,0,0.0564610323054576
5600,1999,31470.3824596,1532.9262018,211,0.0464476521892752,0.0517150177984837
5600,2001,64370.057743,2928.1800392,211,0.0435105009536295,0.0560842913334398
5600,2003,55482.40592118,835.58466009,215,0.0148369047166945,0.0667632824012346
5600,2005,44732.8069806,2448.2096772,205,0.0518897185907769,0.0817724270637803
5600,2007,52387.1038115,4048.8486578,189,0.0717423642314266,0.0929933196661226
5600,2009,55115.4478183,10603.6811691,225,0.161348473914391,0.0707820315998866
5600,2011,65481.15836611,6191.2551026,219,0.086382679234081,0.0778205652607451
5600,2013,35077.59605083,1268.2072644,207,0.034892811513911,0.0672259384412212
5640,1985,11133.13,0,169,0,0.105656467140656
5640,1987,8652.87,0,141,0,0.0975716073885457
5640,1989,1829.89,1122.61,201,0.380223539373412,0.108149752779597
5640,1991,5721.52,0,143,0,0.111737330737191
5640,1993,17418.76,0,196,0,0.0972297079631464
5640,1995,14017.85,2069.3,149,0.128630615118278,0.1034793080478
5640,1997,15411.1888259,0,143,0,0.111856944172991
5640,1999,16949.447071,0,135,0,0.107110929666017
5640,2001,24550.6887815,2928.1800392,146,0.106561156440115,0.111480203200973
5640,2003,16245.1079424,2094.1678328,141,0.114190323460424,0.122159194268768
5640,2005,10366.8326228,3823.1705241,134,0.269427038494718,0.137168338931313
5640,2007,7034.6109535,4394.4525684,126,0.384498043954301,0.148389231533656
5640,2009,18358.10026652,2676.76439024,170,0.127253701600584,0.12617794346742
5640,2011,25898.5537824,5788.9325362,158,0.182688285148134,0.133216477128278
5640,2013,7403.88282745,0,122,0,0.122621850308754
5720,1985,62235.92,0,155,0,0.0475596624243333
5720,1987,63907.92,0,142,0,0.0394748026722226
5720,1989,63710.06,5250.51,163,0.0761378567491539,0.0500529480632738
5720,1991,51322.12,3255.48,140,0.0596486470639969,0.0536405260208681
5720,1993,62486.64,3880.99,168,0.0584771521900059,0.0391329032468233
5720,1995,57532.6,4138.71,144,0.0671091630776126,0.0453825033314765
5720,1997,60013.1055536,4866.1941075,141,0.0750038014115255,0.0537601394566676
5720,1999,67443.5792943,5127.0986406,148,0.0706497277757181,0.0490141249496937
5720,2001,51762.1619478,5758.6278105,150,0.100113851612565,0.0533833984846498
5720,2003,56323.2394607,5035.5441663,158,0.0820672097561625,0.0640623895524446
5720,2005,77504.6372941,3481.867325,152,0.0429931794362049,0.0790715342149903
5720,2007,103280.1651097,8464.7370021,149,0.0757505429073721,0.0902924268173327
5720,2009,104162.5082982,0,144,0,0.0680811387510966
5720,2011,79608.0589427,7649.4333259,157,0.0876650603521032,0.0751196724119551
5720,2013,83798.3514655,6331.5017389,164,0.0702486636091726,0.0645250455924312
5775,1985,71068.67,6827.76,255,0.0876517704341521,0.0335808814994008
5775,1987,80215.88,5092.43,198,0.0596944189845046,0.0254960217472901
5775,1989,82184.64,2870.2,266,0.0337452871582617,0.0360741671383413
5775,1991,84315.33,1701.24,200,0.0197780497408813,0.0396617450959356
5775,1993,80699.18,1717.31,265,0.0208369708537697,0.0251541223218908
5775,1995,79613.47,1319.77,184,0.0163068968942798,0.031403722406544
5775,1997,68863.5852612,1312.0162956,167,0.018696188796302,0.0397813585317351
5775,1999,84740.937199,2614.0432697,194,0.0299243758704363,0.0350353440247612
5775,2001,71314.2405471,5695.0956878,194,0.0739533148348191,0.0394046175597173
5775,2003,65582.1457578,3405.1342528,192,0.0493588709726894,0.0500836086275121
5775,2005,73514.0588029,0,186,0,0.0650927532900578
5775,2007,79785.3318583,3700.9799792,166,0.0443303806066279,0.0763136458924001
5775,2009,72748.1823478,5238.0719064,178,0.0671666046342763,0.0541023578261641
5775,2011,85812.1949243,8678.6578371,200,0.0918465394636091,0.0611408914870226
5775,2013,97287.15259903,2437.7935896,197,0.0244451732767938,0.0505462646674987
5880,1985,47134.14,11046.29,140,0.189862639378911,0.0762561995038148
5880,1987,33906.61,3985.57,104,0.105181860742771,0.0681713397517041
5880,1989,41414.82,1681.22,128,0.0390110089001217,0.0787494851427553
5880,1991,34775.5,4842.64,95,0.122232896344957,0.0823370631003496
5880,1993,48364.73,1546.27,134,0.03098054537076,0.0678294403263048
5880,1995,50067.94,2759.14,103,0.0522296519133747,0.074079040410958
5880,1997,50984.0879006,4801.4057994,96,0.0860690742511077,0.0824566765361492
5880,1999,36092.8989606,5127.0986406,98,0.124383768534007,0.0777106620291752
5880,2001,34524.8177683,1885.2170953,98,0.0517774042887473,0.0820799355641313
5880,2003,42565.2670539,6526.0877648,92,0.132937617812782,0.0927589266319261
5880,2005,45930.5949795,9801.0745965,98,0.175861851458344,0.107768071294472
5880,2007,50296.5598826,2767.9791517,92,0.05216250253132,0.118988963896814
5880,2009,47098.9963999,0,102,0,0.0967776758305781
5880,2011,62223.1586104,1684.8039877,116,0.0263629744902882,0.103816209491437
5880,2013,53621.7254387,6387.0474007,107,0.106435227692349,0.0932215826719127
6160,1985,18778.98,0,324,0,0.0510929272212062
6160,1987,22764.49,1918.95,260,0.0777424054345748,0.0430080674690954
6160,1989,31678.38,0,335,0,0.0535862128601466
6160,1991,35293.08,3832.54,245,0.0979547416756591,0.057173790817741
6160,1993,38967.24,1660.91,351,0.0408807686296324,0.0426661680436962
6160,1995,39041.45,1037.1,618,0.0258766846604979,0.0489157681283493
6160,1997,67144.6482402,4025.2132769,337,0.0565578348910074,0.0572934042535405
6160,1999,38933.09396073,3422.18612292,736,0.0807971548331475,0.0525473897465665
6160,2001,47385.6393307,2896.6532512,352,0.057607819820107,0.0569166632815226
6160,2003,42154.97018482,2890.55995067,762,0.0641697398604399,0.0675956543493175
6160,2005,44564.59375666,2548.7803494,369,0.0540988710267763,0.0826047990118632
6160,2007,42114.69879185,1464.8175228,310,0.0336125236504191,0.0938256916142055
6160,2009,43097.71729318,2282.22093429,946,0.0502914068073476,0.0716144035479694
6160,2011,45276.74137819,2825.16436435,418,0.0587328988475295,0.0786529372088279
6160,2013,56859.15851414,7133.44968623,1609,0.111473026132864,0.068058310389304
6200,1985,67684.79,3413.88,204,0.0480160880646572,0.066958081764383
6200,1987,53290.4,7971.8,206,0.130125917776378,0.0588732220122722
6200,1989,61094.09,9062.99,230,0.129181402646746,0.0694513674033234
6200,1991,70430.3,3439.78,220,0.0465652670201521,0.0730389453609177
6200,1993,78140.28,2264.62,248,0.0281651988871325,0.058531322586873
6200,1995,83553.21,4073.2,239,0.0464837028014728,0.0647809226715261
6200,1997,96075.428867,4068.4342189,239,0.0406258965205909,0.0731585587967173
6200,1999,73351.2579357,2647.1423751,231,0.0348315538784284,0.0684125442897433
6200,2001,66598.4076094,2854.764895,251,0.041103448439582,0.0727818178246994
6200,2003,78445.6763015,5613.85920491,262,0.066784323409471,0.0834608088924943
6200,2005,91916.9602126,5167.0444789,269,0.0532224077006209,0.09846995355504
6200,2007,71425.7303331,10818.6176992,265,0.131542385076129,0.109690846157382
6200,2009,86025.3036756,12832.62697298,269,0.129808775975672,0.0874795580911462
6200,2011,111069.12701048,18589.0291217,307,0.143369531668717,0.0945180917520047
6200,2013,124171.7459288,11899.4393567,291,0.087450104382739,0.0839234649324808
6280,1985,17529.49,1124.77,207,0.0602956107612953,0.050988108301177
6280,1987,29753.92,0,210,0,0.0429032485490663
6280,1989,19741.99,3503.25,227,0.15070827403804,0.0534813939401175
6280,1991,35385.4,0,210,0,0.0570689718977118
6280,1993,25863.44,0,257,0,0.042561349123667
6280,1995,25023.6,0,203,0,0.0488109492083202
6280,1997,22726.168971,2471.6195082,200,0.0980887473613109,0.0571885853335113
6280,1999,15626.5084531,1532.9262018,196,0.0893343069063328,0.0524425708265374
6280,2001,37225.5460613,1463.9039549,202,0.037837290379859,0.0568118443614935
6280,2003,37268.8733685,3342.3386404,200,0.0823008837970047,0.0674908354292883
6280,2005,31930.0073988,3772.885188,189,0.10567449622821,0.082499980091834
6280,2007,31724.3066817,5859.2700912,163,0.155899746493125,0.0937208726941763
6280,2009,33647.2008427,3261.2354139,162,0.088360162192372,0.0715095846279403
6280,2011,53359.75711613,2152.6395066,185,0.0387776359437269,0.0785481182887988
6280,2013,52594.1148118,1780.6566004,187,0.0327478452626741,0.0679534914692749
6780,1985,44902.32,5119.68,180,0.102348566630683,0.0353356999677024
6780,1987,47413.82,1549.74,149,0.0316508848621301,0.0272508402155916
6780,1989,68992.54,0,197,0,0.0378289856066428
6780,1991,56770.73,4040.96,163,0.0664503814973733,0.0414165635642372
6780,1993,50463.15,3437.19,206,0.0637693565569345,0.0269089407901924
6780,1995,59175.34,3315.92,174,0.0530621402096869,0.0331585408748455
6780,1997,58207.9461186,2589.3371646,161,0.0425896853406854,0.0415361770000367
6780,1999,68683.5022524,0,160,0,0.0367901624930627
6780,2001,62883.0931956,2917.6705079,161,0.0443409824397647,0.0411594360280188
6780,2003,49651.6256053,1963.6657313,164,0.0380442632493208,0.0518384270958137
6780,2005,41877.6773592,0,160,0,0.0668475717583594
6780,2007,58215.0125421,4664.4785426,137,0.074181238781288,0.0780684643607017
6780,2009,67033.9704913,6409.9255835,156,0.0872764916634014,0.0558571762944656
6780,2011,92047.2695236,4430.0823864,176,0.0459183663180624,0.0628957099553241
6780,2013,111273.9879725,3589.3285716,172,0.0312486934871146,0.0523010831358002
7040,1985,27605.04,0,175,0,0.072152115847591
7040,1987,22788.96,6274.33,173,0.215885056371801,0.0640672560954802
7040,1989,30310.78,0,180,0,0.0746454014865314
7040,1991,34095.66,3509.03,181,0.0933136265715792,0.0782329794441257
7040,1993,27846.11,3961.75,204,0.124552547703618,0.0637253566700809
7040,1995,37471.44,1967.3,180,0.0498824252498939,0.0699749567547341
7040,1997,32336.9354048,1851.3313749,169,0.0541510743094841,0.0783525928799253
7040,1999,38231.8335275,0,168,0,0.0736065783729513
7040,2001,43479.8099367,7267.7950034,165,0.143214542084864,0.0779758519079074
7040,2003,28121.4173832,4355.7985001,161,0.134118593039244,0.0886548429757023
7040,2005,40025.80613,4132.1310431,168,0.093576179224631,0.103663987638248
7040,2007,45829.7475403,0,146,0,0.11488488024059
7040,2009,47639.5258135,6117.0248902,144,0.113791246092339,0.0926735921743542
7040,2011,54661.91101345,5466.4783745,159,0.0909134342386944,0.0997121258352127
7040,2013,52590.38171022,6564.4007396,159,0.110969907550053,0.0891174990156888
7320,1985,53248.89,0,200,0,0.0239429418235221
7320,1987,64029.53,1992.95,177,0.0301859306103012,0.0158580820714113
7320,1989,79874,3087.04,216,0.0372107196341801,0.0264362274624625
7320,1991,67417.86,3402.48,185,0.0480438246978199,0.0300238054200569
7320,1993,73699.5,3981.93,227,0.0512597412277297,0.0155161826460121
7320,1995,93331.92,3774.59,192,0.0388706174282239,0.0217657827306652
7320,1997,94969.9070475,2606.6848779,185,0.0267142439233057,0.0301434188558564
7320,1999,81485.5471513,3842.2931344,178,0.0450297713095163,0.0253974043488824
7320,2001,84851.4298121,2980.5761208,184,0.0339349658378181,0.0297666778838385
7320,2003,78516.7335422,1963.6657313,197,0.0243993040420536,0.0404456689516334
7320,2005,87379.063978,2219.3444652,183,0.0247699094633688,0.0554548136141791
7320,2007,83676.0890107,1406.9942765,165,0.0165367100267236,0.0666757062165214
7320,2009,104136.1088245,7265.0899541,176,0.065215545557447,0.0444644181502853
7320,2011,120320.6111835,1467.462435,199,0.0120493114916721,0.0515029518111438
7320,2013,114321.4193626,6565.7568677,210,0.0543130964957912,0.0409083249916199
7360,1985,26674.21,0,137,0,0.0271753491496574
7360,1987,30878.32,0,106,0,0.0190904893975466
7360,1989,38524.65,0,146,0,0.0296686347885978
7360,1991,24987.51,1701.24,104,0.0637437122383026,0.0332562127461922
7360,1993,45081.46,0,181,0,0.0187485899721474
7360,1995,40838.22,0,108,0,0.0249981900568005
7360,1997,43794.3273394,0,111,0,0.0333758261819917
7360,1999,41056.8121719,0,118,0,0.0286298116750177
7360,2001,20780.283819,5898.2466287,118,0.221085889279501,0.0329990852099738
7360,2003,17982.240732,1247.5765488,115,0.0648771920493307,0.0436780762777687
7360,2005,13586.4847884,1286.9694531,112,0.0865279465148782,0.0586872209403144
7360,2007,35772.9732848,1406.9942765,98,0.0378428053811568,0.0699081135426567
7360,2009,35786.3646856,0,97,0,0.0476968254764206
7360,2011,47408.1332041,1425.4235107,109,0.0291894264229989,0.0547353591372791
7360,2013,40275.2332204,2976.4282961,117,0.0688165076609722,0.0441407323177553
7400,1985,45126.02,0,142,0,0.0283684549747036
7400,1987,46966.98,3985.9,135,0.0782271777375489,0.0202835952225929
7400,1989,42474.87,1435.1,172,0.0326827825206895,0.0308617406136441
